1.000,0.000,0.000,0.000,0.000,0.999,-0.050,0.000,0.000,0.050,0.999,0.000,0.000,1.327,6.531,1.000
1.000,0.000,0.000,0.000,0.000,0.999,-0.050,0.000,0.000,0.050,0.999,0.000,0.000,1.347,6.939,1.000
1.000,0.000,0.000,0.000,0.000,0.999,-0.050,0.000,0.000,0.050,0.999,0.000,0.000,1.367,7.347,1.000
1.000,0.000,0.000,0.000,0.000,0.999,-0.050,0.000,0.000,0.050,0.999,0.000,0.000,1.388,7.755,1.000
1.000,0.000,0.000,0.000,0.000,0.999,-0.050,0.000,0.000,0.050,0.999,0.000,0.000,1.408,8.163,1.000
1.000,0.000,0.000,0.000,0.000,0.999,-0.050,0.000,0.000,0.050,0.999,0.000,0.000,1.429,8.571,1.000
1.000,0.000,0.000,0.000,0.000,0.999,-0.050,0.000,0.000,0.050,0.999,0.000,0.000,1.449,8.980,1.000
1.000,0.000,0.000,0.000,0.000,0.999,-0.050,0.000,0.000,0.050,0.999,0.000,0.000,1.469,9.388,1.000
1.000,0.000,0.000,0.000,0.000,0.999,-0.050,0.000,0.000,0.050,0.999,0.000,0.000,1.490,9.796,1.000
1.000,0.000,0.000,0.000,0.000,0.999,-0.050,0.000,0.000,0.050,0.999,0.000,0.000,1.510,10.204,1.000
1.000,0.000,0.000,0.000,0.000,0.999,-0.050,0.000,0.000,0.050,0.999,0.000,0.000,1.531,10.612,1.000
1.000,0.000,0.000,0.000,0.000,0.999,-0.050,0.000,0.000,0.050,0.999,0.000,0.000,1.551,11.020,1.000
1.000,0.000,0.000,0.000,0.000,0.999,-0.050,0.000,0.000,0.050,0.999,0.000,0.000,1.571,11.429,1.000
1.000,0.000,0.000,0.000,0.000,0.999,-0.050,0.000,0.000,0.050,0.999,0.000,0.000,1.592,11.837,1.000
1.000,0.000,0.000,0.000,0.000,0.999,-0.050,0.000,0.000,0.050,0.999,0.000,0.000,1.612,12.245,1.000
1.000,0.000,0.000,0.000,0.000,0.999,-0.050,0.000,0.000,0.050,0.999,0.000,0.000,1.633,12.653,1.000
1.000,0.000,0.000,0.000,0.000,0.999,-0.050,0.000,0.000,0.050,0.999,0.000,0.000,1.653,13.061,1.000
1.000,0.000,0.000,0.000,0.000,0.999,-0.050,0.000,0.000,0.050,0.999,0.000,0.000,1.673,13.469,1.000
1.000,0.000,0.000,0.000,0.000,0.999,-0.050,0.000,0.000,0.050,0.999,0.000,0.000,1.694,13.878,1.000
1.000,0.000,0.000,0.000,0.000,0.999,-0.050,0.000,0.000,0.050,0.999,0.000,0.000,1.714,14.286,1.000
1.000,0.000,0.000,0.000,0.000,0.999,-0.050,0.000,0.000,0.050,0.999,0.000,0.000,1.735,14.694,1.000
1.000,0.000,0.000,0.000,0.000,0.999,-0.050,0.000,0.000,0.050,0.999,0.000,0.000,1.755,15.102,1.000
1.000,0.000,0.000,0.000,0.000,0.999,-0.050,0.000,0.000,0.050,0.999,0.000,0.000,1.776,15.510,1.000
1.000,0.000,0.000,0.000,0.000,0.999,-0.050,0.000,0.000,0.050,0.999,0.000,0.000,1.796,15.918,1.000
1.000,0.000,0.000,0.000,0.000,0.999,-0.050,0.000,0.000,0.050,0.999,0.000,0.000,1.816,16.327,1.000
1.000,0.000,0.000,0.000,0.000,0.999,-0.050,0.000,0.000,0.050,0.999,0.000,0.000,1.837,16.735,1.000
1.000,0.000,0.000,0.000,0.000,0.999,-0.050,0.000,0.000,0.050,0.999,0.000,0.000,1.857,17.143,1.000
1.000,0.000,0.000,0.000,0.000,0.999,-0.050,0.000,0.000,0.050,0.999,0.000,0.000,1.878,17.551,1.000
1.000,0.000,0.000,0.000,0.000,0.999,-0.050,0.000,0.000,0.050,0.999,0.000,0.000,1.898,17.959,1.000
1.000,0.000,0.000,0.000,0.000,0.999,-0.050,0.000,0.000,0.050,0.999,0.000,0.000,1.918,18.367,1.000
1.000,0.000,0.000,0.000,0.000,0.999,-0.050,0.000,0.000,0.050,0.999,0.000,0.000,1.939,18.776,1.000
1.000,0.000,0.000,0.000,0.000,0.999,-0.050,0.000,0.000,0.050,0.999,0.000,0.000,1.959,19.184,1.000
1.000,0.000,0.000,0.000,0.000,0.999,-0.050,0.000,0.000,0.050,0.999,0.000,0.000,1.980,19.592,1.000
1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,2.000,20.000,1.000
