0.000,0.000,1.000,0.000,-0.100,0.995,0.000,0.000,-0.995,-0.100,0.000,0.000,145.000,12.000,30.000,1.000
-0.125,0.000,0.992,0.000,-0.099,0.995,-0.012,0.000,-0.987,-0.100,-0.125,0.000,144.448,12.000,38.773,1.000
-0.249,0.000,0.969,0.000,-0.096,0.995,-0.025,0.000,-0.964,-0.100,-0.247,0.000,142.801,12.000,47.408,1.000
-0.368,0.000,0.930,0.000,-0.093,0.995,-0.037,0.000,-0.925,-0.100,-0.366,0.000,140.084,12.000,55.769,1.000
-0.482,0.000,0.876,0.000,-0.087,0.995,-0.048,0.000,-0.872,-0.100,-0.479,0.000,136.342,12.000,63.723,1.000
-0.588,0.000,0.809,0.000,-0.081,0.995,-0.058,0.000,-0.805,-0.100,-0.585,0.000,131.631,12.000,71.145,1.000
-0.685,0.000,0.729,0.000,-0.073,0.995,-0.068,0.000,-0.725,-0.100,-0.681,0.000,126.028,12.000,77.918,1.000
-0.771,0.000,0.637,0.000,-0.063,0.995,-0.077,0.000,-0.634,-0.100,-0.767,0.000,119.620,12.000,83.936,1.000
-0.844,0.000,0.536,0.000,-0.053,0.995,-0.084,0.000,-0.533,-0.100,-0.840,0.000,112.508,12.000,89.103,1.000
-0.905,0.000,0.426,0.000,-0.042,0.995,-0.090,0.000,-0.424,-0.100,-0.900,0.000,104.805,12.000,93.338,1.000
-0.951,0.000,0.309,0.000,-0.031,0.995,-0.095,0.000,-0.307,-0.100,-0.946,0.000,96.631,12.000,96.574,1.000
-0.982,0.000,0.187,0.000,-0.019,0.995,-0.098,0.000,-0.186,-0.100,-0.977,0.000,88.117,12.000,98.760,1.000
-0.998,0.000,0.063,0.000,-0.006,0.995,-0.099,0.000,-0.062,-0.100,-0.993,0.000,79.395,12.000,99.862,1.000
-0.998,0.000,-0.063,0.000,0.006,0.995,-0.099,0.000,0.062,-0.100,-0.993,0.000,70.605,12.000,99.862,1.000
-0.982,0.000,-0.187,0.000,0.019,0.995,-0.098,0.000,0.186,-0.100,-0.977,0.000,61.883,12.000,98.760,1.000
-0.951,0.000,-0.309,0.000,0.031,0.995,-0.095,0.000,0.307,-0.100,-0.946,0.000,53.369,12.000,96.574,1.000
-0.905,0.000,-0.426,0.000,0.042,0.995,-0.090,0.000,0.424,-0.100,-0.900,0.000,45.195,12.000,93.338,1.000
-0.844,0.000,-0.536,0.000,0.053,0.995,-0.084,0.000,0.533,-0.100,-0.840,0.000,37.492,12.000,89.103,1.000
-0.771,0.000,-0.637,0.000,0.063,0.995,-0.077,0.000,0.634,-0.100,-0.767,0.000,30.380,12.000,83.936,1.000
-0.685,0.000,-0.729,0.000,0.073,0.995,-0.068,0.000,0.725,-0.100,-0.681,0.000,23.972,12.000,77.918,1.000
-0.588,0.000,-0.809,0.000,0.081,0.995,-0.058,0.000,0.805,-0.100,-0.585,0.000,18.369,12.000,71.145,1.000
-0.482,0.000,-0.876,0.000,0.087,0.995,-0.048,0.000,0.872,-0.100,-0.479,0.000,13.659,12.000,63.723,1.000
-0.368,0.000,-0.930,0.000,0.093,0.995,-0.037,0.000,0.925,-0.100,-0.366,0.000,9.916,12.000,55.769,1.000
-0.249,0.000,-0.969,0.000,0.096,0.995,-0.025,0.000,0.964,-0.100,-0.247,0.000,7.199,12.000,47.408,1.000
-0.125,0.000,-0.992,0.000,0.099,0.995,-0.012,0.000,0.987,-0.100,-0.125,0.000,5.552,12.000,38.773,1.000
0.000,0.000,-1.000,0.000,0.100,0.995,0.000,0.000,0.995,-0.100,0.000,0.000,5.000,12.000,30.000,1.000
0.125,0.000,-0.992,0.000,0.099,0.995,0.012,0.000,0.987,-0.100,0.125,0.000,5.552,12.000,21.227,1.000
0.249,0.000,-0.969,0.000,0.096,0.995,0.025,0.000,0.964,-0.100,0.247,0.000,7.199,12.000,12.592,1.000
0.368,0.000,-0.930,0.000,0.093,0.995,0.037,0.000,0.925,-0.100,0.366,0.000,9.916,12.000,4.231,1.000
0.482,0.000,-0.876,0.000,0.087,0.995,0.048,0.000,0.872,-0.100,0.479,0.000,13.659,12.000,-3.723,1.000
0.588,0.000,-0.809,0.000,0.081,0.995,0.058,0.000,0.805,-0.100,0.585,0.000,18.369,12.000,-11.145,1.000
0.685,0.000,-0.729,0.000,0.073,0.995,0.068,0.000,0.725,-0.100,0.681,0.000,23.972,12.000,-17.918,1.000
0.771,0.000,-0.637,0.000,0.063,0.995,0.077,0.000,0.634,-0.100,0.767,0.000,30.380,12.000,-23.936,1.000
0.844,0.000,-0.536,0.000,0.053,0.995,0.084,0.000,0.533,-0.100,0.840,0.000,37.492,12.000,-29.103,1.000
0.905,0.000,-0.426,0.000,0.042,0.995,0.090,0.000,0.424,-0.100,0.900,0.000,45.195,12.000,-33.338,1.000
0.951,0.000,-0.309,0.000,0.031,0.995,0.095,0.000,0.307,-0.100,0.946,0.000,53.369,12.000,-36.574,1.000
0.982,0.000,-0.187,0.000,0.019,0.995,0.098,0.000,0.186,-0.100,0.977,0.000,61.883,12.000,-38.760,1.000
0.998,0.000,-0.063,0.000,0.006,0.995,0.099,0.000,0.062,-0.100,0.993,0.000,70.605,12.000,-39.862,1.000
0.998,0.000,0.063,0.000,-0.006,0.995,0.099,0.000,-0.062,-0.100,0.993,0.000,79.395,12.000,-39.862,1.000
0.982,0.000,0.187,0.000,-0.019,0.995,0.098,0.000,-0.186,-0.100,0.977,0.000,88.117,12.000,-38.760,1.000
0.951,0.000,0.309,0.000,-0.031,0.995,0.095,0.000,-0.307,-0.100,0.946,0.000,96.631,12.000,-36.574,1.000
